uid,domainID,siteID,namedLocation,collectDate,sampleID,sampleCode,sampleCondition,laboratoryName,analysisDate,analyzedBy,sampleType,replicate,sampleVolumeFiltered,filterSize,percentFilterAnalyzed,dilutionFactor,solventVolume,responseFactor,acidificationResponseFactor,fluorometerSensitivitySetting,preAcidificationFluorescence,postAcidificationFluorescence,analyte,analyteConcentration,plantAlgaeLabUnits,testMethod,method,acidTreatment,externalRemarks,externalLabDataQF,publicationDate,release
73469729-1d75-4ee8-802d-633bbd49084a,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02,BARC.20140702.EPIPHYTON.1,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
015ee14a-b2ba-4d5e-9b5b-6a0c9455c00a,D03,BARC,BARC.AOS.buoy.c0,2014-07-02,BARC.20140702.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
074d6534-335b-4a60-ab20-7bf324b1a028,D03,BARC,BARC.AOS.littoral2,2014-07-02,BARC.20140702.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
1764ade5-f789-48ef-9408-42e470b379f7,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02,BARC.20140702.EPIPHYTON.1,,,Academy of Natural Sciences of Drexel University,2015-03-11,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d13C,-21.5,perMill,ANSP P-16-202 Rev0,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
20898fc2-1835-4d91-9c48-6b8ad4415831,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02,BARC.20140702.EPIPHYTON.7,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,145733.63,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
dd1554b5-8504-4e60-8d25-654e045f5ed2,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02,BARC.20140702.EPIPHYTON.5,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
e4c6ef74-e2a1-40c6-9f22-e5a8814cf7f9,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02,BARC.20140702.EPIPHYTON.5,,,Academy of Natural Sciences of Drexel University,2015-03-13,OKgcKejxXbI=,13C15N,2,,25,75,,,,,,,,d15N,0.96,perMill,ANSP P-16-202 Rev0,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
b65aeef3-cbef-4001-86ef-6703d49fb951,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02,BARC.20140702.EPIPHYTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
7a0c3f51-1f63-4448-838f-0d8e552d4799,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02,BARC.20140702.EPIPHYTON.1,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,carbon,106478.82,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
69452174-8313-48ee-8245-fbfd04d8c57c,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02,BARC.20140702.EPIPHYTON.9,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
ab62a210-f39a-4169-8170-e2a9aecff132,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02,BARC.20140702.EPIPHYTON.7,,,Academy of Natural Sciences of Drexel University,2015-03-12,OKgcKejxXbI=,13C15N,1,,25,75,,,,,,,,d15N,5.89,perMill,ANSP P-16-202 Rev0,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
8ca0a929-2400-4df0-8e44-ab63f1730b24,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02,BARC.20140702.EPIPHYTON.5,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,282845.79,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
d1a3872d-4839-496a-a804-9350ee06e95e,D03,BARC,BARC.AOS.littoral2,2014-07-02,BARC.20140702.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,50.58,microgramsPerLiter,ANSP P-16-54 Rev2,,"",single filter,legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
c140d282-8f1b-49db-8dc5-911fe562796a,D03,BARC,BARC.AOS.buoy.c0,2014-07-02,BARC.20140702.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2015-01-28,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,4.32,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
625db158-b8b0-4a4d-a7a0-c46d92c41647,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02,BARC.20140702.EPIPHYTON.9,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,8013.57,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
90c330ab-02b5-4e1c-acca-90fdfe2aa1d8,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02,BARC.20140702.EPIPHYTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
d6b9fcfe-0ea5-4016-8bae-53c63c279047,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02,BARC.20140702.EPIPHYTON.3,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,9286.5,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
a8bafb13-b0e6-4a00-82f8-632b27be2edd,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02,BARC.20140702.EPIPHYTON.7,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,carbon,149014.98,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
6852009f-8ab2-4001-96b6-7a40db7c5aa3,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02,BARC.20140702.EPIPHYTON.1,,,Academy of Natural Sciences of Drexel University,2015-01-28,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,908,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
fddf4162-4b0e-453a-a6f7-6b72cb40b9dd,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02,BARC.20140702.EPIPHYTON.9,,,Academy of Natural Sciences of Drexel University,2015-03-12,OKgcKejxXbI=,13C15N,2,,25,75,,,,,,,,d13C,-24.64,perMill,ANSP P-16-202 Rev0,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
ac3932fb-e1db-4e4b-b5b8-f359a6129d5f,D03,BARC,BARC.AOS.littoral1,2014-07-02,BARC.20140702.PHYTOPLANKTON.2,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,128.81,microgramsPerLiter,ANSP P-16-54 Rev2,,N,single filter,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
0f6e8c18-7ff1-48db-a778-8cc007adac97,D03,BARC,BARC.AOS.buoy.c0,2014-07-02,BARC.20140702.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2015-03-13,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d15N,2.43,perMill,ANSP P-16-202 Rev0,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
13a76c9f-60d6-45b6-a03a-2ad5e28346e2,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02,BARC.20140702.EPIPHYTON.9,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
8979d7c5-c360-46e5-b1af-cff1c449bb46,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02,BARC.20140702.EPIPHYTON.1,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,134405.11,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220107T002502Z,RELEASE-2022
33d94a85-0044-4043-a40b-241562191a30,D03,BARC,BARC.AOS.littoral2,2014-07-02,BARC.20140702.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
690d8969-40b0-469c-86be-cc3a1b9044fc,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02,BARC.20140702.EPIPHYTON.3,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
35b39b1d-fc56-4e9d-b340-4a8e943b64ca,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02,BARC.20140702.EPIPHYTON.1,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,8683.1,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
234b7ee8-4bb5-470c-bed6-8aedf3eaa1a2,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02,BARC.20140702.EPIPHYTON.5,,,Academy of Natural Sciences of Drexel University,2014-09-16,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,23981.87,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20220107T002502Z,RELEASE-2022
36d1c067-e52e-417d-bb0e-490223dca45a,D03,BARC,BARC.AOS.buoy.c0,2015-07-15,BARC.20150715.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
f64e54eb-a629-4530-ad92-2fa8cee46282,D03,BARC,BARC.AOS.littoral2,2015-07-15,BARC.20150715.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
36bf90bd-01a1-4c52-9208-361344a78faf,D03,BARC,BARC.AOS.riparian.point.06,2015-07-15,BARC.20150715.EPIPHYTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
1c4a928b-84a4-4d9a-9e56-62a66d4a68a9,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15,BARC.20150715.EPIPHYTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d15N,2.74,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
381945ec-7c7b-4715-8a55-a08b906109cd,D03,BARC,BARC.AOS.buoy.c0,2015-07-15,BARC.20150715.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
da7a83e5-930e-4b14-aab1-185dc607cf09,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15,BARC.20150715.EPIPHYTON.3,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d15N,4.13,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
3174fb24-f976-4203-815e-2be0a6fabba9,D03,BARC,BARC.AOS.littoral1,2015-07-15,BARC.20150715.PHYTOPLANKTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-15,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,7.11,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
091d1f62-ff78-4cc5-b793-9ace04b7f0f1,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15,BARC.20150715.EPIPHYTON.4,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d13C,-28.62,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
027a5f2b-4508-4f1d-83ef-e70a69bc7ced,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15,BARC.20150715.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
0c3d5e44-fbc6-4bde-9e54-a33648d7d247,D03,BARC,BARC.AOS.littoral2,2015-07-15,BARC.20150715.PHYTOPLANKTON.3,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,,25,100,,,,,,,,d34S,15.41,perMill,SO2 EA-combustion-IRMS method,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
8e71690d-d892-4b9b-ba25-17c739276645,D03,BARC,BARC.AOS.littoral2,2015-07-15,BARC.20150715.PHYTOPLANKTON.3,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,,25,100,,,,,,,,d15N,5.87,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
9741537f-fb71-47f1-9902-ebccab3ff718,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15,BARC.20150715.EPIPHYTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d13C,-28.49,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
2b1c3dfd-6446-4fc9-b896-1bf907ec02a1,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15,BARC.20150715.EPIPHYTON.4,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,22710.61,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
40434a79-e198-48ba-918c-4df246a08ee5,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15,BARC.20150715.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-13,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,1571.2,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
abe00866-15c0-4bde-a815-3cbe499b2eb3,D03,BARC,BARC.AOS.littoral2,2015-07-15,BARC.20150715.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
86205940-0e32-4a56-8bd9-68b44948d6b4,D03,BARC,BARC.AOS.littoral2,2015-07-15,BARC.20150715.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,81.56,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
bb84c8e1-e757-43c7-888f-17bf197d613f,D03,BARC,BARC.AOS.buoy.c0,2015-07-15,BARC.20150715.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,208.18,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
bd3a4dcc-15be-4b21-a65f-c0bce65b99da,D03,BARC,BARC.AOS.riparian.point.10,2015-07-15,BARC.20150715.EPIPHYTON.5,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d15N,3.3,perMill,ANSP P-16-202 Rev0,,"",Difference in volume filtered,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
4d465198-e64b-4596-91cb-ec6c552bf08f,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15,BARC.20150715.EPIPHYTON.4,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,,25,100,,,,,,,,d15N,5.19,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
9126f9bb-1fb7-4c8d-ba3b-d728ca7df1e9,D03,BARC,BARC.AOS.littoral1,2015-07-15,BARC.20150715.PHYTOPLANKTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,214.86,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
c4b2b61d-034b-4e4a-8505-6d65f6a0cf0b,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15,BARC.20150715.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
f3dbe516-0c91-4f3a-bc40-0399b8241471,D03,BARC,BARC.AOS.riparian.point.06,2015-07-15,BARC.20150715.EPIPHYTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d34S,9.47,perMill,SO2 EA-combustion-IRMS method,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
6812ba1e-93da-48ba-8389-f578a1a25d0e,D03,BARC,BARC.AOS.buoy.c0,2015-07-15,BARC.20150715.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
35552cf9-a8a9-468e-8667-4fca523d3a35,D03,BARC,BARC.AOS.riparian.point.06,2015-07-15,BARC.20150715.EPIPHYTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
3eb58c50-18ed-480c-883a-1e558591cf68,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15,BARC.20150715.EPIPHYTON.4,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,20593.98,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211222T032603Z,RELEASE-2022
38a3f11e-7521-4b09-b42d-ad0f07cf1bda,D03,BARC,BARC.AOS.littoral2,2015-07-15,BARC.20150715.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,705.74,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
00a4468e-883d-4959-bd98-7aa06df8419d,D03,BARC,BARC.AOS.riparian.point.06,2015-07-15,BARC.20150715.EPIPHYTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d13C,-27.85,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
a0fcc4a0-1a1f-4193-a5ce-9c6a666707bc,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15,BARC.20150715.EPIPHYTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,carbon,222329.71,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211222T032603Z,RELEASE-2022
