Obs_Id,lagoslakeid,ActivityStartDate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodIdentifier,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
SD-750779,336586,2004-07-21,NA,DENR,Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,SDDENR_WQX,UNKOWN,NA,NA,SWLAZZZ9908C
SD-682739,335729,2004-07-26,NA,DENR,"Calcium, dissolved",Calcium,426,426,mg/l,1,426,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR1
SD-678359,335729,2004-07-26,NA,DENR,"Calcium, dissolved",Calcium,402,402,mg/l,1,402,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR2
SD-669473,335729,2004-07-26,NA,DENR,"Calcium, dissolved",Calcium,414,414,mg/l,1,414,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR3
SD-696584,335729,2004-07-26,NA,DENR,"Calcium, dissolved",Calcium,422,422,mg/l,1,422,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR4
SD-435425,335729,2004-07-26,NA,DENR,"Calcium, dissolved",Calcium,421,421,mg/l,1,421,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR5
FL-2688183,193383,2004-08-31,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),65,65,mg/l,1,65,21FLCEN_WQX,FT 1500,NA,NA,Lake Sheen @ SE quad of lake
AZ-229197,454185,2004-09-20,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,242000,242,mg/l,1000,242000,AZDEQ_SW,EPA 351.1,NA,LOTS OF SEDIMENT IN THE SAMPLE.  RESULTS QUESTIONABLE. . Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
UT-926585,455818,2005-01-12,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,462,462,mg/l,1,462,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,Kennecott Large Res Zone 1 LRP 896
FL-3530793,191619,2005-02-17,NA,Seminole  County (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),93.1,93.1,mg/l,1,93.1,21FLSEM,FT1500,NA,NA,Horseshoe Lake
FL-1848625,188751,2005-03-24,21FLACEP,Alachua County Environmental Protection Department (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),58.7,58.70,mg/l,1,58.7,NA,NA,NA,NA,Alachua Sink - On Payne's Prairie
FL-3201366,188751,2005-03-24,NA,Alachua County Environmental Protection Department (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),58.7,58.7,mg/l,1,58.7,NA,NA,NA,NA,Alachua Sink - On Payne's Prairie
FL-2073859,189913,2005-03-28,21FLWQSP,"FDEP, Water Quality Standards and Special Projects (Florida)","Color, true",True color,2560,2560,PCU,1,2560,USEPA,110.2,https://www.nemi.gov/methods/method_summary/5208/,032805_.25,MRN328NL
SD-685687,335729,2005-03-28,NA,DENR,"Calcium, dissolved",Calcium,405,405,mg/l,1,405,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR5
FL-3096504,189776,2005-03-29,21FLWQSP,"FDEP, Water Quality Standards and Special Projects (Florida)","Color, true",True color,5120,5120,PCU,1,5120,USEPA,110.2,https://www.nemi.gov/methods/method_summary/5208/,032905_.5,LAK370NL
SD-703864,335729,2005-04-25,NA,DENR,"Calcium, dissolved",Calcium,407,407,mg/l,1,407,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR3
SD-710607,335729,2005-04-25,NA,DENR,"Calcium, dissolved",Calcium,401,401,mg/l,1,401,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR4
SD-744462,335729,2005-05-31,NA,DENR,"Calcium, dissolved",Calcium,401,401,mg/l,1,401,USEPA,200.7,https://www.nemi.gov/methods/method_summary/4690/,monthly,UPCHEYEAR3
FL-1164038,208034,2005-06-08,21FLMANA,Manatee County Parks and Natural Resources Department (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),364,364,mg/l,1,364,21FLMANA_WQX,GENERIC,NA,NA,ER-2
FL-4300902,208034,2005-06-08,NA,Manatee County Environmental Management Dept (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),364,364,mg/l,1,364,21FLMANA,GENERIC,NA,NA,ER2
IA-217761,4494,2005-07-05,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,"Oxygen, dissolved",Dissolved oxygen (DO),27.8,27.8,mg/l,1,27.8,21IOWA_WQX,Unknown,NA,NA,Big Creek Beach (Big Creek State Park)
NV-3372,464342,2005-07-06,NA,Bureau of Reclamation,"Oxygen, dissolved",Dissolved oxygen (DO),154,154,mg/l,1,154,NA,NA,NA,NA,Billy Shaw Reservoir near midle
SD-673496,335729,2005-07-06,NA,DENR,"Carbon, total organic",Organic carbon,2030,2030,mg/l,1,2030,USEPA,415.1,https://www.nemi.gov/methods/method_summary/5403/,monthly,UPCHEYEAR4
VA-300432,148780,2005-08-04,DEQ,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"Oxygen, dissolved",Dissolved oxygen (DO),27.7,27.7,mg/l,1,27.7,21VASWCB,2500-O G,NA,NA,UT to CHK in pond at dam
UT-219459,455356,2005-08-04,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,706,706,mg/l,1,706,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL SOUTH ARM AS LINE (UGS) #2
UT-620168,455356,2005-08-04,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,737,737,mg/l,1,737,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL SOUTH ARM AC LINE (UGS) #3
UT-619449,455356,2005-08-04,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,813,813,mg/l,1,813,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL SOUTH ARM FB LINE (UGS) #2
UT-219667,455356,2005-08-04,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,6470,6470,mg/l,1,6470,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,GSL SOUTH ARM RESEARCH TOWER #2 W N MARINA
AZ-276800,453872,2005-08-05,ARIZONA GAME AND FISH,AZDEQ_SW,Chlorophyll a,Chlorophyll a,521000,521,mg/l,1000,521000,AZDEQ_SW,SM 10200 H,NA,--- SAMPLE TAKEN: Migrated,100070
NJ-16754,665,2005-09-28,U.S. Geological Survey-Water Resources Discipline,USGS New Jersey Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,180000,180,mg/l as N,1000,180000,USGS,KJ008,USGS OF 00-170,A-2770137 May contain High Arsenic  5 Bottom L-2770137 WCA changed to improper preservation.  cjp,Lake Mohawk 3800 ft upstream of dam at Sparta NJ
NJ-19675,665,2005-09-28,U.S. Geological Survey-Water Resources Discipline,USGS New Jersey Water Science Center,"Carbon, total organic",Organic carbon,5150,5150,mg/l,1,5150,USGS,OX009,"USGS TWRI 5-A3/1987, p 15","A-2730006 8 Bottom L-2730006 X = No FU recvd     Field Value 51= Sonole malfunction ~ 7.14 estimated    WCA changed to improper preservation.  cjp..  district contacted concerning missing FU, paa, 10/3/05..  per bonin, no FU sent, LC's 27, 31, 1571, and 1572 deleted, paa 10/5/05",Lake Mohawk 600 ft upstream of dam at Sparta NJ
NJ-13227,665,2005-09-28,U.S. Geological Survey-Water Resources Discipline,USGS New Jersey Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,220000,220,mg/l as N,1000,220000,USGS,KJ008,USGS OF 00-170,"A-2730006 8 Bottom L-2730006 X = No FU recvd     Field Value 51= Sonole malfunction ~ 7.14 estimated    WCA changed to improper preservation.  cjp..  district contacted concerning missing FU, paa, 10/3/05..  per bonin, no FU sent, LC's 27, 31, 1571, and 1572 deleted, paa 10/5/05",Lake Mohawk 600 ft upstream of dam at Sparta NJ
FL-3498269,223042,2005-12-14,NA,"McGlynn Laboratories, Inc (Florida)","Color, true",True color,2334.36945,2334.36945,PCU,1,2334.36945,USEPA,110.2,NA,NA,Center of SE part of Lake
FL-3497239,188721,2006-01-17,21FLCEN,"Fl  Dept. of Environmental Protection, Central District","Oxygen, dissolved",Dissolved oxygen (DO),750,750,mg/l,1,750,21FLCEN_WQX,FT 1500,NA,NA,Lake Eustis @ end of boardwalk in Ferran Park @ SH 44
UT-239105,455818,2006-01-18,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,516,516,mg/l,1,516,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,Kennecott Large Res Zone 1 LRP 896
UT-701144,455818,2006-01-18,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,802,802,mg/l,1,802,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,Kennecott Large Res Zone 2 LRP 1319
ND-1326320,343653,2006-02-09,U.S. Geological Survey-Water Resources Discipline,USGS North Dakota Water Science Center,"Oxygen, dissolved",Oxygen,25.4,25.4,mg/l,1,25.4,NA,NA,NA,NA,"E. A. PATTERSON LAKE NEAR DICKINSON, ND"
FL-3849263,191470,2006-02-16,NA,Orlando Streets Drainage Stormwater Utility Bureau(Florida),"Oxygen, dissolved",Dissolved oxygen (DO),101.6,101.6,mg/l,1,101.6,21FLORL,FT_1500,NA,NA,"LAKE BALDWIN (ALSO REFERRED TO AS LK CORRINE) IN ORLANDO, FL"
FL-1736586,191955,2006-03-22,NA,Volusa County Environmental Health Lab (Florida),"Oxygen, dissolved",Dissolved oxygen (DO),81.9,81.9,mg/l,1,81.9,USEPA,360.1,NA,NA,DC2  LAKE ASHBY
ND-839416,311457,2006-03-28,NA,Turtle Mountain Environmental Office,"Oxygen, dissolved",Dissolved oxygen (DO),479,479,mg/l,1,479,NA,NA,NA,NA,Jarvis Beach
MT-201607,457982,2006-04-25,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1100000,1.1,mg/ml,1000000,1100000,APHA,10200-H,NA,NA,Flathead Lake Skidoo Bay
MT-67400,457982,2006-05-22,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",800000,0.8,mg/ml,1000000,800000,APHA,10200-H,NA,NA,Big Arm Bay
MT-46145,457982,2006-05-22,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1300000,1.3,mg/ml,1000000,1300000,APHA,10200-H,NA,NA,Flathead Lake Ross Deep
MT-82180,457982,2006-05-24,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1200000,1.2,mg/ml,1000000,1200000,APHA,10200-H,NA,NA,Flathead Lake Skidoo Bay
MT-122995,457982,2006-06-20,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1400000,1.4,mg/ml,1000000,1400000,APHA,10200-H,NA,NA,Flathead Lake Skidoo Bay
MT-18635,457982,2006-06-21,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1100000,1.1,mg/ml,1000000,1100000,APHA,10200-H,NA,NA,Big Arm Bay
MT-56594,457982,2006-06-21,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1200000,1.2,mg/ml,1000000,1200000,APHA,10200-H,NA,NA,Flathead Lake Ross Deep
MO-201848,6227,2006-07-16,Lakes of Missouri Volunteer Program,North American Lake Management Society,"Oxygen, dissolved",Dissolved oxygen (DO),106,106,ppm,1,106,NA,NA,NA,Old MLID=4538. Site=11  (417) 739-4100 trlwq@interlinc.net,"Lake Taneycomo, Taney County, MO, USA"
MT-55551,457982,2006-07-18,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1900000,1.9,mg/ml,1000000,1900000,APHA,10200-H,NA,NA,Flathead Lake Skidoo Bay
MT-68104,457982,2006-07-19,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",2100000,2.1,mg/ml,1000000,2100000,APHA,10200-H,NA,NA,Big Arm Bay
MT-64413,457982,2006-07-19,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1900000,1.9,mg/ml,1000000,1900000,APHA,10200-H,NA,NA,Flathead Lake Ross Deep
IA-343194,4828,2006-08-08,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,"Oxygen, dissolved",Dissolved oxygen (DO),29.1,29.1,mg/l,1,29.1,21IOWA_WQX,Unknown,NA,NA,Pleasant Creek Beach (Pleasant Creek State Park)
IA-182920,4314,2006-08-11,USGS - Kansas Water Science Center,USGS Kansas Water Science Center,Microcystin,Total microcystins plus nodularins,12000,12000,ug/l,1,12000,USGS,IMM06,NA,NA,"ROCK C STATE PARKL BOAT RAMP ROCK C LK, IA"
MT-11398,457982,2006-08-22,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1000000,1,mg/ml,1000000,1000000,APHA,10200-H,NA,NA,Flathead Lake Skidoo Bay
MT-72163,457982,2006-08-23,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1100000,1.1,mg/ml,1000000,1100000,APHA,10200-H,NA,NA,Big Arm Bay
MT-72382,457982,2006-08-23,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1300000,1.3,mg/ml,1000000,1300000,APHA,10200-H,NA,NA,Flathead Lake Ross Deep
FL-924081,213319,2006-08-29,21FLA,"FL Dept. of Environmental Protection, Northeast District","pH, field or lab",pH,627,627,None,1,627,USEPA,150.1,https://www.nemi.gov/methods/method_summary/4685/,NA,PEACOCK LAKE NORTHWEST SECTOR
MT-47123,457982,2006-10-10,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1300000,1.3,mg/ml,1000000,1300000,APHA,10200-H,NA,NA,Big Arm Bay
MT-115125,457982,2006-10-10,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1100000,1.1,mg/ml,1000000,1100000,APHA,10200-H,NA,NA,Flathead Lake Ross Deep
MT-74281,457982,2006-10-11,NA,Confederated Salish and Kootenai Tribes,Chlorophyll a,"Chlorophyll a, free of pheophytin",1300000,1.3,mg/ml,1000000,1300000,APHA,10200-H,NA,NA,Flathead Lake Skidoo Bay
OK-1650,381133,2007-01-02,Kaw Nation,"Kaw Nation, Oklahoma","Oxygen, dissolved",Dissolved oxygen (DO),911,911,mg/l,1,911,NA,NA,NA,NA,Sarge Creek
UT-962878,455818,2007-01-31,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,611,611,mg/l,1,611,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,Kennecott Large Res Zone 1 LRP 896
UT-773354,455818,2007-01-31,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,596,596,mg/l,1,596,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,Kennecott Large Res Zone 2 LRP 1319
TX-1097291,430556,2007-02-02,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Calcium, dissolved",Calcium,3000,3000,mg/l,1,3000,USGS,PLA11,"USGS OF 93-125, p 101","A-0400081 Dilution may be necessary,note specific conductance","Hubbard Ck Res nr Breckenridge, TX"
FL-3356781,211057,2007-03-13,NA,City of Lakeland (Florida),Turbidity,Turbidity,-0.9,-0.9,NTU,1,-0.9,LAKELAND,TURB,NA,NA,Lake Wire
FL-765131,235370,2007-03-30,NA,Choctawhatchee Basin Alliance (Florida),"pH, field or lab",pH,59.1,59.1,None,1,59.1,21FLCBA,PH,NA,NA,Lake Allen Roadside
ND-727945,313853,2007-05-30,NA,Turtle Mountain Environmental Office,"Oxygen, dissolved",Dissolved oxygen (DO),35.9,35.9,mg/l,1,35.9,NA,NA,NA,NA,Wheaton Lake- Inlet
SC-315813,160163,2007-06-13,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),27.4,27.4,mg/l,1,27.4,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE RABON SOUTH RABON CK ARM 100 METERS SE OF S-30-592 BRIDGE
SC-364030,160163,2007-06-13,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),27.1,27.1,mg/l,1,27.1,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE RABON SOUTH RABON CK ARM 0.6 MI SSE OF BRIDGE S-30-592 SE OF MIDLAKE ISLAND AT MOUTH OF COVE
SC-330381,160163,2007-06-13,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),27.1,27.1,mg/l,1,27.1,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LAKE RABON 300 FT US OF DAM
FL-2567244,211057,2007-06-14,NA,City of Lakeland (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,LAKELAND,TURB,NA,NA,Lake Wire
FL-3839914,188390,2007-07-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.6,-0.6,NTU,1,-0.6,21FLSEM,FT1600,NA,NA,Lake Catherine
FL-3462757,191627,2007-07-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM,FT1600,NA,NA,Emerald Lake
FL-3494828,187078,2007-07-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM,FT1600,NA,NA,Spring Lake
CO-490388,452284,2007-09-16,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,Secchi,"Depth, Secchi disk depth",560.832,1840,ft,0.3048,560.832,USGS,SECCH,"EPA 841-B-97-003, section 5.5",NA,LAKE ELBERT
UT-432227,456008,2008-01-09,NA,Utah Department Of Environmental Quality,"Calcium, dissolved",Calcium,405,405,mg/l,1,405,USEPA,200.7(W),https://www.nemi.gov/methods/method_summary/4690/,NA,KENNECOTT SMALL RES SRP 850
FL-2310564,190393,2008-02-05,NA,Seminole  County (Florida),Turbidity,Turbidity,-1,-1,NTU,1,-1,21FLSEM,FT1600,NA,NA,Deforest Lake
FL-2271967,190332,2008-02-05,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.7,-0.7,NTU,1,-0.7,21FLSEM,FT1600,NA,NA,Lake Myrtle
FL-2863332,191518,2008-02-13,NA,Seminole  County (Florida),Turbidity,Turbidity,-2.8,-2.8,NTU,1,-2.8,21FLSEM,FT1600,NA,NA,Bear Gully Lake
FL-3705000,188390,2008-03-04,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM,FT1600,NA,NA,Lake Catherine
FL-4358724,189459,2008-03-04,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM,FT1600,NA,NA,Kiwanis Lake
SC-286943,159309,2008-04-17,NA,South Carolina Department of Health and Environmental Control,"Oxygen, dissolved",Dissolved oxygen (DO),835,835,mg/l,1,835,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,LK ROBINSON IN FOREBAY EQUIDISTANT FROM DAM AND SHORELINES  FROM PRIVATE ACCESS
FL-2305332,184813,2008-05-08,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.2,-0.2,NTU,1,-0.2,21FLSEM,FT1600,NA,NA,Cub Lake
IA-1720,4389,2008-05-22,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,"Oxygen, dissolved",Dissolved oxygen (DO),28.7,28.7,mg/l,1,28.7,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,Lower Pine Lake
IA-2860,4510,2008-05-22,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,"Oxygen, dissolved",Dissolved oxygen (DO),28.2,28.2,mg/l,1,28.2,APHA,4500-O-G,https://www.nemi.gov/methods/method_summary/9812/,NA,Upper Pine Lake
FL-2607536,188388,2008-06-10,NA,Seminole  County (Florida),Turbidity,Turbidity,-5.5,-5.5,NTU,1,-5.5,21FLSEM,FT1600,NA,NA,Lake Mills
FL-3807018,187195,2008-07-07,NA,Seminole  County (Florida),Turbidity,Turbidity,-4.9,-4.9,NTU,1,-4.9,21FLSEM,FT1600,NA,NA,Lake Silver
FL-4372555,191501,2008-07-07,NA,Seminole  County (Florida),Turbidity,Turbidity,-5.3,-5.3,NTU,1,-5.3,21FLSEM,FT1600,NA,NA,Tuskawilla Lake
FL-3904885,190393,2008-07-17,NA,Seminole  County (Florida),Turbidity,Turbidity,-4.7,-4.7,NTU,1,-4.7,21FLSEM,FT1600,NA,NA,Deforest Lake
FL-4152945,192505,2008-07-17,NA,Seminole  County (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,21FLSEM,FT1600,NA,NA,Yankee Lake
NV-140591,457267,2008-07-21,NA,Nevada Division of Environmental Protection,"Oxygen, dissolved",Dissolved oxygen (DO),661,661,mg/l,1,661,NA,NA,NA,NA,Harmon Reservoir @ Outfall
FL-4048373,188107,2008-07-31,NA,Seminole  County (Florida),Turbidity,Turbidity,-4.3,-4.3,NTU,1,-4.3,21FLSEM,FT1600,NA,NA,Mirror Lake
FL-3058196,191437,2008-07-31,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.2,-3.2,NTU,1,-3.2,21FLSEM,FT1600,NA,NA,Lake Marion
MT-7324,318561,2008-08-10,NA,USGS Georgia Water Science Center,"Oxygen, dissolved",Oxygen,1000,1000,mg/l,1,1000,NA,NA,NA,NA,"MAIN POOL 1 (BENTON LAKE NWR) NR SWALL SCHOOL, MT"
FL-2433876,188190,2008-08-13,NA,Seminole  County (Florida),Turbidity,Turbidity,-1.1,-1.1,NTU,1,-1.1,21FLSEM,FT1600,NA,NA,Lake Alma
FL-2010943,191500,2008-08-13,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.9,-3.9,NTU,1,-3.9,21FLSEM,FT1600,NA,NA,Lake Florence
FL-2904655,188251,2008-08-13,NA,Seminole  County (Florida),Turbidity,Turbidity,-4,-4,NTU,1,-4,21FLSEM,FT1600,NA,NA,Garden Lake
FL-3724774,186063,2008-08-13,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.7,-3.7,NTU,1,-3.7,21FLSEM,FT1600,NA,NA,Red Bug Lake
FL-3338472,192594,2008-08-13,NA,Seminole  County (Florida),Turbidity,Turbidity,-2.2,-2.2,NTU,1,-2.2,21FLSEM,FT1600,NA,NA,Lake Tony
FL-4321773,188390,2008-09-02,NA,Seminole  County (Florida),Turbidity,Turbidity,-4.2,-4.2,NTU,1,-4.2,21FLSEM,FT1600,NA,NA,Lake Catherine
FL-3247223,190473,2008-09-02,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.8,-3.8,NTU,1,-3.8,21FLSEM,FT1600,NA,NA,Lake Hayes
FL-1938436,191619,2008-09-02,NA,Seminole  County (Florida),Turbidity,Turbidity,-4.7,-4.7,NTU,1,-4.7,21FLSEM,FT1600,NA,NA,Horseshoe Lake
FL-3444959,189281,2008-09-04,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.2,-3.2,NTU,1,-3.2,21FLSEM,FT1600,NA,NA,Fairy lake
FL-2707520,191460,2008-09-04,NA,Seminole  County (Florida),Turbidity,Turbidity,-4,-4,NTU,1,-4,21FLSEM,FT1600,NA,NA,Kewanee
AZ-96756,454779,2008-09-23,NA,Arizona Department Of Environmental Quality,"Oxygen, dissolved",Dissolved oxygen (DO),650,650,mg/l,1,650,21ARIZ_WQX,FIELD,NA,NA,ROOSEVELT LAKE - BELOW SALT RIVER INLET
AZ-133879,454779,2008-09-23,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW,"Oxygen, dissolved",Dissolved oxygen (DO),650,650,mg/l,1,650,AZDEQ_SW,FIELD,NA,DISSOLVED OYGEN PROBE MALFUNCTION NO DATA. GOLDEN ALGAE TEST RESULT ABSENT. TEST AMERICA SILVER TOTAL AND DISSOLVED FRACTION NON-DETECT. . Approved status: MEGHAN SMART 15-MAR-10 12:00:00--- SAMPLE TAKEN: Migrated,100076
FL-2871962,188388,2008-09-25,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.1,-3.1,NTU,1,-3.1,21FLSEM,FT1600,NA,NA,Lake Mills
FL-3104487,184813,2008-09-30,NA,Seminole  County (Florida),Turbidity,Turbidity,-3,-3,NTU,1,-3,21FLSEM,FT1600,NA,NA,Cub Lake
FL-3871144,189459,2008-09-30,NA,Seminole  County (Florida),Turbidity,Turbidity,-1.1,-1.1,NTU,1,-1.1,21FLSEM,FT1600,NA,NA,Kiwanis Lake
FL-3130590,189299,2008-10-01,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.3,-3.3,NTU,1,-3.3,21FLSEM,FT1600,NA,NA,East Crystal Lake
FL-1516777,185962,2008-10-08,NA,Seminole  County (Florida),Turbidity,Turbidity,-4.6,-4.6,NTU,1,-4.6,21FLSEM,FT1600,NA,NA,Lake Brantley
FL-3544654,184850,2008-10-08,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.7,-3.7,NTU,1,-3.7,21FLSEM,FT1600,NA,NA,Lake Markham
FL-3812856,188156,2008-10-08,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.6,-3.6,NTU,1,-3.6,21FLSEM,FT1600,NA,NA,Sylvan Lake
FL-3553704,191357,2008-10-08,NA,Seminole  County (Florida),Turbidity,Turbidity,-3.9,-3.9,NTU,1,-3.9,21FLSEM,FT1600,NA,NA,Wekiva (sand) Lake
CA-175097,483334,2008-10-09,NA,USGS Georgia Water Science Center,"Calcium, dissolved",Calcium,930,930,mg/l,1,930,USGS,PLA11,"USGS OF 93-125, p 101","L-2840079 Added filed values (Specfic Cond. 63,000 uS/cm pH 8.01 ) per Dalton.  KB 10/14/08  Updated SID from 333001115545001 per Calhoun.  KB 11/26/08","NEW CAMP BCH (SALTON SEA ST REC AR) NR N SHORE, CA"
FL-4292589,188390,2008-11-12,NA,Seminole  County (Florida),Turbidity,Turbidity,-1.3,-1.3,NTU,1,-1.3,21FLSEM,FT1600,NA,NA,Lake Catherine
FL-2179831,190473,2008-11-12,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.5,-0.5,NTU,1,-0.5,21FLSEM,FT1600,NA,NA,Lake Hayes
FL-2055831,189459,2008-11-12,NA,Seminole  County (Florida),Turbidity,Turbidity,-0.9,-0.9,NTU,1,-0.9,21FLSEM,FT1600,NA,NA,Kiwanis Lake
FL-4328884,191619,2008-11-12,NA,Seminole  County (Florida),Turbidity,Turbidity,-1.5,-1.5,NTU,1,-1.5,21FLSEM,FT1600,NA,NA,Horseshoe Lake
UT-570480,455356,2008-11-18,NA,Utah Department Of Environmental Quality,"Chloride, dissolved",Chloride,1030000,1030000,mg/l,1,1030000,USEPA,325.2,https://www.nemi.gov/methods/method_summary/5765/,NA,GSL SOUTH ARM FB LINE (UGS) #2
