lagoslakeid,sample_date,sample_id,parameter_id,parameter_name,parameter_value,parameter_detectionlimit_value,censorcode,sample_depth_m,cluster_id,cluster_lat_dd,cluster_lon_dd,source_id,source_sample_type,source_sample_siteid,source_name,source_activityorg_name,source_activityid,source_comments,source_parameter_name,source_parameter_value,source_parameter_unit,source_value_qualifiercode,parameter_conversionfactor,source_detectionlimit_value,source_detectionlimit_unit,parameter_detectionlimit_conversionfactor,source_detectionlimit_condition,source_detectionlimit_type,source_labmethod_usgspcode,source_labmethod_description,source_labmethod_id,source_labmethod_name,source_labmethod_qualifier,source_samplesite_lat_dd,source_samplesite_lon_dd,lagos_epi_assignment
369586,1991-07-08,KS-99699,38,"Atrazine, total",2.6,NA,NC4,0.5,369586-AA,38.65978,-97.01323,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM047201,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04720119910708123000.5,NA,Atrazine,2.6,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.65978,-97.01323,1
370277,1991-07-31,KS-40635,38,"Atrazine, total",1.2,1.2,LE5,0.5,370277-AA,38.79106,-99.73566,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM013001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01300119910731074500.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.79106,-99.73566,1
369586,1991-08-05,KS-102390,38,"Atrazine, total",2.2,NA,NC4,0.5,369586-AA,38.65978,-97.01323,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM047201,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04720119910805150500.5,NA,Atrazine,2.2,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.65978,-97.01323,1
353133,1991-08-08,SD-396378,38,"Atrazine, total",0.1,0.1,LE5,0,353133-AB,45.454,-98.7324,SDDENR_WQX,INFERRED,SDDENR_WQX-MINAZZZ04,DENR,NA,SDDENR_WQX-65989W,NA,Atrazine,NA,NA,NA,1,0.1,ug/l,1,Present Below Quantification Limit,Lower Quantitation Limit,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,45.454,-98.7324,1
353133,1991-08-08,SD-420592,38,"Atrazine, total",0.1,0.1,LE5,0,353133-AC,45.447,-98.7483,SDDENR_WQX,INFERRED,SDDENR_WQX-MINAZZZ05,DENR,NA,SDDENR_WQX-65997W,NA,Atrazine,NA,NA,NA,1,0.1,ug/l,1,Present Below Quantification Limit,Lower Quantitation Limit,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,45.447,-98.7483,1
370278,1991-08-13,KS-98795,38,"Atrazine, total",1.2,1.2,LE5,0.5,370278-AA,39.40131,-99.42635,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM012001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01200119910813091500.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.40131,-99.42635,1
126441,1991-08-13,IA-64155,39,"Atrazine, dissolved",17,NA,NC4,0.3048,126441-AB,40.75445,-93.336323,USGS-IA,SPECIFIED,USGS-0690367640,USGS Iowa Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisia.01.99101032,NA,Atrazine,17.0,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,40.75445006,-93.3363233,1
370560,1991-08-14,KS-118365,38,"Atrazine, total",1.2,1.2,LE5,0.5,370560-AA,38.61222,-97.97389,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM016001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01600119910814101000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.61222,-97.97389,1
386379,1991-08-19,KS-112997,38,"Atrazine, total",1.2,1.2,LE5,0.5,386379-AA,38.25236,-96.18336,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM041001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04100119910819141500.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.25236,-96.18336,1
369586,1991-09-03,KS-8411,38,"Atrazine, total",2.3,NA,NC4,0.5,369586-AA,38.65978,-97.01323,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM047201,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04720119910903113000.5,NA,Atrazine,2.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.65978,-97.01323,1
138358,1991-09-09,KS-10912,38,"Atrazine, total",1.2,1.2,LE5,0.5,138358-AA,37.4184,-94.75045,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM047601,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04760119910909120000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.4184,-94.75045,1
356001,1991-09-12,SD-220546,38,"Atrazine, total",0.1,0.1,LE5,0,356001-AB,44.8738,-97.1653,SDDENR_WQX,INFERRED,SDDENR_WQX-PELICANPL06,DENR,NA,SDDENR_WQX-67545W,NA,Atrazine,NA,NA,NA,1,0.1,ug/l,1,Present Below Quantification Limit,Lower Quantitation Limit,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,44.8738,-97.1653,1
356881,1991-09-30,SD-311642,38,"Atrazine, total",0.11,0.1,NC2,0,356881-AB,44.9071,-97.2386,SDDENR_WQX,INFERRED,SDDENR_WQX-KAMPESK09,DENR,NA,SDDENR_WQX-62428W,NA,Atrazine,0.11,ug/l,NA,1,0.1,ug/l,1,NA,Lower Quantitation Limit,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,44.9071,-97.2386,1
356881,1991-09-30,SD-303518,38,"Atrazine, total",0.11,0.1,NC2,0,356881-AC,44.936,-97.1962,SDDENR_WQX,INFERRED,SDDENR_WQX-KAMPESK11,DENR,NA,SDDENR_WQX-62594W,NA,Atrazine,0.11,ug/l,NA,1,0.1,ug/l,1,NA,Lower Quantitation Limit,NA,https://www.nemi.gov/methods/method_summary/4801/,USEPA 507,Nitrogen and Phosphorus Pesticides,NA,44.936,-97.1962,1
369586,1991-10-07,KS-68681,38,"Atrazine, total",1.8,NA,NC4,0.5,369586-AA,38.65978,-97.01323,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM047201,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04720119911007111500.5,NA,Atrazine,1.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.65978,-97.01323,1
126441,1992-01-14,IA-67447,39,"Atrazine, dissolved",3.4,NA,NC4,1.2192,126441-AA,40.752228,-93.332712,USGS-IA,SPECIFIED,USGS-0690367690,USGS Iowa Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisia.01.99200121,NA,Atrazine,3.40,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,40.75222788,-93.3327122,1
378728,1992-06-02,KS-78553,38,"Atrazine, total",1.2,1.2,LE5,0.5,378728-AA,37.11583,-101.91306,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM060501,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM06050119920602150000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.11583,-101.91306,1
42541,1992-06-11,KS-84455,38,"Atrazine, total",1.2,1.2,LE5,0.5,42541-AA,39.82611,-95.52778,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM011601,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01160119920611131000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.82611,-95.52778,1
367583,1992-07-08,KS-79363,38,"Atrazine, total",1.2,1.2,LE5,0.5,367583-AA,39.80569,-99.93584,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM010001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01000119920708092000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.80569,-99.93584,1
370141,1992-07-08,KS-45123,38,"Atrazine, total",1.2,1.2,LE5,0.5,370141-AA,39.66212,-99.13156,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM011001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01100119920708113500.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.66212,-99.13156,1
370279,1992-07-08,KS-84471,38,"Atrazine, total",1.3,NA,NC4,0.5,370279-AA,39.48756,-98.32954,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM018001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01800119920708162500.5,NA,Atrazine,1.3,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.48756,-98.32954,1
382118,1992-08-10,KS-70056,38,"Atrazine, total",1.2,1.2,LE5,0.5,382118-AA,37.65549,-96.06029,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM023001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM02300119920810121000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.65549,-96.06029,1
385060,1992-08-10,KS-47473,38,"Atrazine, total",1.2,1.2,LE5,0.5,385060-AA,37.7416,-95.91536,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM024001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM02400119920810145000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.7416,-95.91536,1
382704,1992-08-11,KS-10743,38,"Atrazine, total",1.2,1.2,LE5,0.5,382704-AA,37.27654,-95.7923,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM025001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM02500119920811093000.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.27654,-95.7923,1
5171,1992-08-12,IA-73479,39,"Atrazine, dissolved",1.4,NA,NC4,0.3,5171-AA,40.825011,-92.892699,USGS-IA,INFERRED,USGS-06903880,USGS Iowa Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisia.01.99200513,NA,Atrazine,1.40,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,40.825011,-92.8926988,1
46637,1992-08-19,KS-23701,38,"Atrazine, total",1.2,1.2,LE5,0.5,46637-AA,38.19639,-94.69056,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM044201,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04420119920819114500.5,NA,Atrazine,NA,ug/l,NA,1,1.2,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.19639,-94.69056,1
376907,1993-06-02,KS-39144,38,"Atrazine, total",0.4,NA,NC4,0.5,376907-AG,37.72647,-97.79866,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM017001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01700119930602083000.5,NA,Atrazine,0.4,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.72647,-97.79866,1
378184,1993-06-02,KS-106739,38,"Atrazine, total",0.52,NA,NC4,0.5,378184-AA,37.84644,-96.81276,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM033001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM03300119930602130000.5,NA,Atrazine,0.52,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.84644,-96.81276,1
312676,1993-06-10,ND-365508,39,"Atrazine, dissolved",0.007,NA,NC4,0.5,312676-AB,48.458072,-101.583773,USGS-ND,SPECIFIED,USGS-05115500,USGS North Dakota Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisnd.01.99301051,NA,Atrazine,0.007,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,48.45807237,-101.5837731,1
312676,1993-06-10,ND-224296,39,"Atrazine, dissolved",0.009,NA,NC4,3.2,312676-AB,48.458072,-101.583773,USGS-ND,SPECIFIED,USGS-05115500,USGS North Dakota Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisnd.01.99301052,NA,Atrazine,0.009,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 95-181,USGS GCM35,"Pest, high use, SPE, GCMS-SIM",NA,48.45807237,-101.5837731,1
385674,1993-06-14,KS-116807,38,"Atrazine, total",0.55,NA,NC4,0.5,385674-AC,38.23561,-95.76559,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM026001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM02600119930614093000.5,NA,Atrazine,0.55,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.23561,-95.76559,1
374604,1993-06-14,KS-6579,38,"Atrazine, total",2.5,NA,NC4,0.5,374604-AA,38.65937,-95.55464,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM028001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM02800119930614140000.5,NA,Atrazine,2.5,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.65937,-95.55464,1
383869,1993-06-15,KS-37517,38,"Atrazine, total",1.5,NA,NC4,0.5,383869-AA,38.36984,-97.08588,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM020001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM02000119930615113000.5,NA,Atrazine,1.5,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.36984,-97.08588,1
372121,1993-07-14,KS-144447,39,"Atrazine, dissolved",0.91,NA,NC4,0.1,372121-AB,38.928336,-95.331919,USGS-KS,SPECIFIED,USGS-385542095195402,USGS Kansas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisks.01.99300430,NA,Atrazine,0.91,ug/l,NA,1,NA,NA,1,NA,NA,39632,NA,NA NA,NA,NA,38.92833608,-95.3319186,1
372121,1993-07-14,KS-84242,39,"Atrazine, dissolved",0.8,NA,NC4,13,372121-AB,38.928336,-95.331919,USGS-KS,SPECIFIED,USGS-385542095195402,USGS Kansas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisks.01.99300435,NA,Atrazine,0.8,ug/l,NA,1,NA,NA,1,NA,NA,39632,NA,NA NA,NA,NA,38.92833608,-95.3319186,1
367586,1993-07-21,NE-668,39,"Atrazine, dissolved",1.11,NA,NC4,4,367586-AF,40.0314,-99.302595,USGS-KS,SPECIFIED,USGS-400153099180804,USGS Kansas Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisks.01.99300410,NA,Atrazine,1.11,ug/l,NA,1,NA,NA,1,NA,NA,39632,NA,NA NA,NA,NA,40.03140005,-99.3025953,1
125419,1993-07-28,KS-17167,38,"Atrazine, total",0.3,0.3,LE5,0.5,125419-AA,39.16527,-94.7775,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM042401,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM04240119930728133500.5,NA,Atrazine,NA,ug/l,NA,1,0.3,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.16527,-94.7775,1
377413,1993-08-03,KS-41439,38,"Atrazine, total",0.47,NA,NC4,0.5,377413-AB,37.3534,-96.8885,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM050801,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM05080119930803081500.5,NA,Atrazine,0.47,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,37.3534,-96.8885,1
384023,1993-08-03,KS-86675,38,"Atrazine, total",0.5,NA,NC4,0.5,384023-AA,38.10683,-96.14793,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM051801,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM05180119930803123000.5,NA,Atrazine,0.5,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.10683,-96.14793,1
363009,1993-09-21,NE-46089,39,"Atrazine, dissolved",0.05,0.05,LE5,0,363009-AA,41.31834,-96.836697,USGS-NE,INFERRED,USGS-06803940,USGS Nebraska Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisne.01.99300791,NA,Atrazine,NA,NA,NA,1,0.05,ug/l,1,Not Detected,Historical Lower Reporting Limit,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,41.3183397,-96.8366968,1
373594,1994-04-04,KS-112611,38,"Atrazine, total",0.3,0.3,LE5,0.5,373594-AA,38.92921,-95.21637,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM061401,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM06140119940404133000.5,NA,Atrazine,NA,ug/l,NA,1,0.3,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.92921,-95.21637,1
373594,1994-04-25,KS-76258,38,"Atrazine, total",0.3,0.3,LE5,0.5,373594-AA,38.92921,-95.21637,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM061401,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM06140119940425094500.5,NA,Atrazine,NA,ug/l,NA,1,0.3,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.92921,-95.21637,1
299391,1994-05-18,LA-8387,39,"Atrazine, dissolved",0.25,NA,NC4,0.3,299391-KG,30.118256,-90.382027,USGS-LA,SPECIFIED,USGS-300705090225500,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400503,NA,Atrazine,0.25,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.11825606,-90.3820269,1
299391,1994-05-19,LA-14830,39,"Atrazine, dissolved",0.96,NA,NC4,0.2,299391-KH,30.079924,-90.363137,USGS-LA,SPECIFIED,USGS-300447090214700,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400515,NA,Atrazine,0.96,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.0799237,-90.363137,1
299391,1994-05-19,LA-38538,39,"Atrazine, dissolved",0.72,NA,NC4,0.2,299391-KI,30.089368,-90.347581,USGS-LA,SPECIFIED,USGS-300521090205100,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400512,NA,Atrazine,0.72,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.0893679,-90.347581,1
299391,1994-05-19,LA-62623,39,"Atrazine, dissolved",0.65,NA,NC4,0.1,299391-KJ,30.095757,-90.375637,USGS-LA,SPECIFIED,USGS-300544090223200,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400518,NA,Atrazine,0.65,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.09575663,-90.3756375,1
299391,1994-05-19,LA-19800,39,"Atrazine, dissolved",0.21,NA,NC4,0.1,299391-KK,30.114645,-90.335637,USGS-LA,SPECIFIED,USGS-300652090200800,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400509,NA,Atrazine,0.21,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.11464507,-90.33563659,1
299391,1994-05-19,LA-50289,39,"Atrazine, dissolved",0.14,NA,NC4,0.1,299391-KL,30.133533,-90.399528,USGS-LA,SPECIFIED,USGS-300800090235800,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400521,NA,Atrazine,0.14,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.13353344,-90.3995276,1
372039,1994-05-31,KS-56994,38,"Atrazine, total",13,NA,NC4,0.5,372039-AA,39.67452,-95.51753,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM013601,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01360119940531133500.5,NA,Atrazine,13,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.67452,-95.51753,1
370277,1994-06-06,KS-68616,38,"Atrazine, total",0.41,NA,NC4,0.5,370277-AA,38.79106,-99.73566,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM013001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01300119940606183000.5,NA,Atrazine,0.41,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.79106,-99.73566,1
369860,1994-06-07,KS-74179,38,"Atrazine, total",0.3,0.3,LE5,0.5,369860-AA,38.96517,-98.49432,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM014001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01400119940607091000.5,NA,Atrazine,NA,ug/l,NA,1,0.3,ug/l,1,Not Detected,Lower Reporting Limit,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,38.96517,-98.49432,1
369331,1994-06-13,KS-58360,38,"Atrazine, total",2.8,NA,NC4,0.5,369331-BO,39.08056,-96.90278,21KAN001_WQX,SPECIFIED,21KAN001_WQX-LM019001,Kansas Department Of Health And Environment,NA,21KAN001_WQX-LM01900119940613104500.5,NA,Atrazine,2.8,ug/l,NA,1,NA,NA,1,NA,NA,NA,https://www.nemi.gov/methods/method_summary/5246/,USEPA 608,Organochlorine Pesticides and PCBs by GC,NA,39.08056,-96.90278,1
299391,1994-06-13,LA-46580,39,"Atrazine, dissolved",0.54,NA,NC4,0.1,299391-KU,30.100479,-90.349526,USGS-LA,SPECIFIED,USGS-300601090205800,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400595,NA,Atrazine,0.54,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.10047875,-90.3495257,1
299391,1994-06-14,LA-66415,39,"Atrazine, dissolved",0.27,NA,NC4,0.1,299391-KX,30.262697,-90.269248,USGS-LA,SPECIFIED,USGS-301545090160900,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400616,NA,Atrazine,0.27,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.26269719,-90.2692477,1
299391,1994-06-14,LA-11883,39,"Atrazine, dissolved",0.19,NA,NC4,0.1,299391-BB,30.29353,-90.30286,USGS-LA,SPECIFIED,USGS-301736090181000,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400610,NA,Atrazine,0.19,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.29352975,-90.30285999,1
299391,1994-06-14,LA-48729,39,"Atrazine, dissolved",0.23,NA,NC4,0.1,299391-LC,30.303807,-90.228691,USGS-LA,SPECIFIED,USGS-301813090134300,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400637,NA,Atrazine,0.23,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.3038074,-90.2286913,1
299391,1994-06-14,LA-41882,39,"Atrazine, dissolved",0.16,NA,NC4,0.1,299391-FP,30.333251,-90.267304,USGS-LA,SPECIFIED,USGS-301959090160200,USGS Louisiana Water Science Center,U.S. Geological Survey-Water Resources Discipline,nwisla.01.99400631,NA,Atrazine,0.16,ug/l,NA,1,NA,NA,1,NA,NA,39632,USGS OF 91-519,USGS GCM15,"Pest, herbs, wf, spe, GCMS-SIM",NA,30.33325115,-90.2673038,1
